s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
0,1,310000,120,2,sì,3,porta di sicurezza | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo | doppia esposizione,2,no,disponibile,180,1960,buone condizioni /vivibile,affori,2,indipendente,g
0,1,620000,130,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,3,no,NA,330,1960,buone condizioni /vivibile,istria,3,centralizzato,g
0,1,619000,200,3,no,5,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | sistema televisivo centralizzato | parzialmente arredato|giardino privato |infissi esterni in doppio vetro / legno,NA,"1 in garage/box, 2 in parcheggio condiviso",disponibile,nessun costo condominiale,2000,eccellente / restaurato,affori,piano terra,indipendente,g
0,1,270000,54,1,sì,2,cancello elettrico | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,4,no,disponibile,nessun costo condominiale,2024,nuovo / in costruzione,cascina merlata - musocco,3,indipendente,a
0,1,695000,120,2,sì,4,porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,8,no,disponibile,310,1940,buone condizioni /vivibile,citt√† studi,4,centralizzato,d
0,1,474000,120,2,sì,3,videocitofono | porta di sicurezza | terrazza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,6,1 in garage/box,NA,350,1970,eccellente / restaurato,udine,3,centralizzato,d
0,1,250000,50,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,6,1 in garage/box,disponibile,200,2009,eccellente / restaurato,villa san giovanni,1,centralizzato,c
0,1,1100000,185,2,sì,5,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | giardino condiviso | doppia esposizione,7,1 in garage/box,disponibile,450,1960,eccellente / restaurato,argonne - corsica,7,indipendente,g
0,1,535000,66,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna |arredato| infissi in vetro/ legno,5,1 in garage/box,disponibile,150,NA,eccellente / restaurato,porta venezia,2,centralizzato,e
0,1,483000,103,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ pvc,4,"1 in garage/box, 1 in parcheggio condiviso",disponibile,80,2023,nuovo / in costruzione,precotto,piano terra,indipendente,a
0,1,398000,103,1,sì,4,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,6,1 in garage/box,disponibile,292,1960,da restaurare,bologna - sulmona,6,centralizzato,e
0,1,448000,110,2,sì,3,cancello elettrico | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,6,1 in parcheggio condiviso,disponibile,342,1972,da restaurare,lodi - brenta,soppalco,centralizzato,f
0,1,1590000,250,3,no,5,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato|giardino privato | infissi in vetro/ legno | doppia esposizione,2,1 in garage/box,disponibile,500,1900,eccellente / restaurato,ripamonti,piano terra,centralizzato,f
0,1,640000,70,1,sì,2,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,7,no,disponibile,80,1961,eccellente / restaurato,carrobbio,1,centralizzato,c
0,1,325000,62,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,8,no,disponibile,170,1950,eccellente / restaurato,citt√† studi,3,centralizzato,e
0,1,350000,70,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso | infissi in vetro/ legno,5,no,NA,290,1920,buone condizioni /vivibile,monte rosa - lotto,2,centralizzato,g
0,1,350000,40,1,sì,2,porta di sicurezza | arredato,4,no,disponibile,NA,1970,nuovo / in costruzione,corso san gottardo,soppalco,indipendente,NA
0,1,239000,90,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,8,1 in parcheggio condiviso,disponibile,130,1979,buone condizioni /vivibile,bisceglie,8,centralizzato,f
0,1,595000,130,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / metallo | doppia esposizione,5,1 in garage/box,disponibile,100,1950,eccellente / restaurato,farini,5,indipendente,f
0,1,690000,100,2,no,3,fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,100,NA,eccellente / restaurato,plebisciti - susa,2,indipendente,f
0,1,245000,58,1,NA,3,cancello elettrico | videocitofono | sistema d'allarme | porta di sicurezza,4,no,disponibile,NA,1970,eccellente / restaurato,piazzale siena,soppalco,indipendente,a
0,1,1062000,164,3,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,6,no,disponibile,NA,2025,nuovo / in costruzione,bande nere,3,centralizzato,a
0,1,422000,97,2,sì,3,cancello elettrico | attico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc,3,1 in parcheggio condiviso,disponibile,100,1940,nuovo / in costruzione,bovisa,2,indipendente,g
0,1,359000,100,2,sì,3,terrazza |portinaio tutto il giorno | giardino condiviso,5,"1 in garage/box, 1 in parcheggio condiviso",disponibile,217,1968,da restaurare,turro,2,centralizzato,e
0,1,1865000,270,3,sì,5+,fibra ottica | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile,550,1800,buone condizioni /vivibile,sempione,4,centralizzato,e
0,1,185000,38,1,no,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc,1 piano,no,disponibile,100,1960,eccellente / restaurato,certosa,soppalco,centralizzato,NA
0,1,530000,76,1,no,3,fibra ottica | sistema d'allarme | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato| cantina | giardino condiviso | infissi in vetro/ pvc | doppia esposizione,4,no,disponibile,200,1966,eccellente / restaurato,monte rosa - lotto,1,indipendente,g
0,1,475000,93,1,no,3,attico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | impianto televisivo unico | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,220,1950,buone condizioni /vivibile,citt√† studi,3,centralizzato,f
0,1,298000,50,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,5,no,disponibile,NA,2023,nuovo / in costruzione,plebisciti - susa,soppalco,centralizzato,NA
0,1,1090000,170,2,sì,5,caminetto | porta di sicurezza | guardaroba | terrazza | terrazza |portinaio mezza giornata | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,7,2 in garage/box,NA,400,1960,NA,sempione,7,centralizzato,g
0,1,299000,83,1,no,3,terrazza |portinaio tutto il giorno | parzialmente arredato| giardino condiviso,4,no,NA,200,1950,eccellente / restaurato,giambellino,2,centralizzato,f
0,1,301000,53,1,sì,1,cancello elettrico | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | giardino condiviso,4,no,NA,NA,2025,nuovo / in costruzione,viale ungheria - mecenate,3,centralizzato,a
0,1,315000,33,1,sì,2,fibra ottica | porta di sicurezza | esposizione esterna | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / legno,5,no,NA,83,1930,buone condizioni /vivibile,moscova,2,indipendente,g
0,1,589000,77,1,sì,3,sistema d'allarme | porta di sicurezza | terrazza |arredato| giardino condiviso,5,1 in garage/box,NA,142,2016,eccellente / restaurato,navigli - darsena,5,indipendente,a
0,1,330000,150,3,no,4,cancello elettrico | caminetto | taverna | esposizione esterna | terrazza | terrazza | cantina |giardino privato | infissi in vetro/ legno,1 piano,"1 in garage/box, 1 in parcheggio condiviso",disponibile,nessun costo condominiale,1950,da restaurare,baggio,piano terra,indipendente,g
0,1,80000,145,1,NA,3,"cucina | terrazza | terrazza |arredato|giardino privato | infissi in vetro/ legno | esposizione nord, sud, west",2,no,disponibile,nessun costo condominiale,1990,buone condizioni /vivibile,montenero,piano terra,indipendente,g
0,1,420000,120,1,sì,3,fibra ottica | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,6,no,disponibile,330,1962,da restaurare,niguarda,6,centralizzato,NA
0,1,395000,116,2,sì,3,cancello elettrico | attico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,1 in garage/box,disponibile,228,1970,buone condizioni /vivibile,certosa,4,centralizzato,e
0,1,260000,65,1,no,3,fibra ottica | videocitofono |portinaio tutto il giorno | cantina | giardino condiviso | infissi in vetro/ legno,4,no,disponibile,200,1970,buone condizioni /vivibile,niguarda,soppalco,centralizzato,NA
0,1,585000,90,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|giardino privato,3,no,disponibile,220,1970,eccellente / restaurato,morgagni,soppalco,centralizzato,f
0,1,400000,107,2,sì,3,cancello elettrico | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile,275,1960,buone condizioni /vivibile,tripoli - soderini,2,centralizzato,g
0,1,778000,152,2,sì,3,cancello elettrico | fibra ottica | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| giardino condiviso |infissi esterni in doppio vetro / legno,8,no,disponibile,380,1960,eccellente / restaurato,martini - insubria,1,centralizzato,e
0,1,140000,54,1,sì,2,videocitofono | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / metallo,6,1 in garage/box,NA,100,1990,eccellente / restaurato,gratosoglio,6,indipendente,f
0,1,469000,85,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,5,1 in garage/box,disponibile,200,1960,da restaurare,martini - insubria,1,centralizzato,g
0,1,210000,31,1,sì,2,videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,4,no,disponibile,125,1900,eccellente / restaurato,indipendenza,piano terra,centralizzato,g
0,1,279000,70,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno,6,1 in garage/box,disponibile,2500,2007,eccellente / restaurato,niguarda,2,indipendente,b
0,1,676000,95,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo,5,no,disponibile,NA,2024,nuovo / in costruzione,navigli - darsena,3,centralizzato,b
0,1,790000,95,1,sì,3,fibra ottica | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / legno,6,1 in garage/box,disponibile,300,1950,eccellente / restaurato,arena,soppalco,centralizzato,e
0,1,960000,110,2,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in garage/box,disponibile,460,2010,eccellente / restaurato,monte rosa - lotto,3,centralizzato,b
0,1,275000,106,2,sì,3,terrazza | cantina,5,no,disponibile,230,NA,eccellente / restaurato,vialba,4,centralizzato,g
0,1,180000,38,1,sì,1,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina | infissi in vetro/ metallo,2,no,disponibile,150,2024,nuovo / in costruzione,certosa,1,centralizzato,a
0,1,1700000,220,3,sì,5,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ metallo | doppia esposizione,8,no,disponibile,750,1960,buone condizioni /vivibile,pagano,3,centralizzato,g
0,1,395000,95,1,sì,4,fibra ottica | impianto televisivo unico | infissi in vetro/ legno | doppia esposizione,4,no,disponibile,nessun costo condominiale,1900,da restaurare,pezzotti - meda,2,indipendente,g
0,1,120000,40,1,sì,1,cancello elettrico | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / legno,16,no,disponibile,150,2005,buone condizioni /vivibile,gratosoglio,8,centralizzato,e
